지점,지점명,일시,평균기온(°C),최저기온(°C),일강수량(mm),최대 풍속(m/s),일 최심신적설(cm),체감온도(°C)
119,수원,2016-06-27,24.1,19.2,,3.4,,25.89137683
119,수원,2016-06-28,24.4,19.6,,3.8,,26.18547861
119,수원,2016-06-29,24.6,21.2,,4.6,,26.34585128
119,수원,2016-06-30,24.7,22.7,0.2,4.9,,26.43817079
119,수원,2016-07-01,24.3,22.7,104.2,5.8,,25.9238655
119,수원,2016-07-02,23.6,20.9,2.5,4,,25.27500994
119,수원,2016-07-03,23,20.6,,2.6,,24.79224602
119,수원,2016-07-04,22.2,21,43.7,4.4,,23.66270683
119,수원,2016-07-05,24.1,22.1,37.2,5.1,,25.74346782
119,수원,2016-07-06,22.5,20,0.8,3.2,,24.15411386
119,수원,2016-07-07,23.6,19.8,0,2.7,,25.42814073
119,수원,2016-07-08,26.8,20.3,,4.3,,28.83688528
119,수원,2016-07-09,26.8,21.8,,4.7,,28.82342176
119,수원,2016-07-10,26.6,21.6,,3.9,,28.62855296
119,수원,2016-07-11,28,23,0.2,3.5,,30.19451932
119,수원,2016-07-12,25.5,21.3,5.5,4.3,,27.37799448
119,수원,2016-07-13,25.4,22.2,,4.5,,27.25379689
119,수원,2016-07-14,26.5,23.4,0.2,3.5,,28.53551882
119,수원,2016-07-15,26.1,23,1.6,5.5,,27.99952042
119,수원,2016-07-16,21.3,20.1,49.2,5.8,,22.48352258
119,수원,2016-07-17,21.6,20.6,3.4,3.7,,23.08549982
119,수원,2016-07-18,23.9,20.5,,3.1,,25.70441586
119,수원,2016-07-19,26.8,19.9,,3.3,,28.87583541
119,수원,2016-07-20,28.6,23.9,,4.2,,30.85703078
119,수원,2016-07-21,27.9,24.6,,4.1,,30.0742808
119,수원,2016-07-22,29.3,25.1,,4,,31.63884939
119,수원,2016-07-23,28.9,26.8,0.1,3.6,,31.19041009
119,수원,2016-07-24,28.7,26.8,0,3.5,,30.96871955
119,수원,2016-07-25,28.5,25.8,,3.4,,30.74791387
119,수원,2016-07-26,28.1,24.5,,5.1,,30.28779501
119,수원,2016-07-27,27.6,25.4,0.3,5.6,,29.71140696
119,수원,2016-07-28,27.9,25.4,4.9,4.7,,30.06576258
119,수원,2016-07-29,25.8,23.6,57.5,3.3,,27.774375
119,수원,2016-07-30,28.6,25.8,6.4,3.5,,30.85811952
119,수원,2016-07-31,29,25.9,,4.6,,31.30753797
119,수원,2016-08-01,28.3,25.7,,3.2,,30.52891217
119,수원,2016-08-02,27.7,25.4,0,4.5,,29.84331912
119,수원,2016-08-03,29.2,24.4,,4,,31.52720309
119,수원,2016-08-04,28.9,24.7,,3.5,,31.18991962
119,수원,2016-08-05,29.8,25.6,,4,,32.19708093
119,수원,2016-08-06,29.6,25.5,,3.9,,31.97193925
119,수원,2016-08-07,29.1,25.4,,4.3,,31.41799978
119,수원,2016-08-08,29.3,24.5,,4.4,,31.6435961
119,수원,2016-08-09,29.6,26.4,,3.8,,31.97004992
119,수원,2016-08-10,29,25.3,,4.1,,31.30454548
119,수원,2016-08-11,29.6,24.7,,4,,31.97378831
119,수원,2016-08-12,28.9,25,,3.8,,31.19135763
119,수원,2016-08-13,29.6,26.2,,4.2,,31.97737285
119,수원,2016-08-14,29.3,26.1,,4.9,,31.64904414
119,수원,2016-08-15,28.8,25.4,0,4.5,,31.08178628
119,수원,2016-08-16,29,24.2,0,4,,31.30391048
119,수원,2016-08-17,29,24.7,0.3,4.1,,31.30454548
119,수원,2016-08-18,29.6,25.4,,3.1,,31.95551001
119,수원,2016-08-19,30,26.2,,3.3,,32.40050875
119,수원,2016-08-20,30.6,27.6,,3.6,,33.0743315
119,수원,2016-08-21,30.5,27.6,,3.9,,32.97495514
119,수원,2016-08-22,29.3,25.1,0,4,,31.63884939
119,수원,2016-08-23,28.9,26.3,0.3,4.3,,31.19355505
119,수원,2016-08-24,29.2,25.9,0,3.4,,31.52054477
119,수원,2016-08-25,27.9,24,0,4.4,,30.06989962
119,수원,2016-08-26,22.6,20.2,17,6.3,,23.93183075
119,수원,2016-08-27,23.5,17.1,,4.8,,25.08752897
119,수원,2016-08-28,21.3,18.8,0.3,4.4,,22.65104481
119,수원,2016-08-29,21.9,17.1,,4.5,,23.31321959
119,수원,2016-08-30,21,16.1,,4.9,,22.24681614
119,수원,2016-08-31,18.8,16.6,55.1,7.2,,19.43395992
119,수원,2016-09-01,23.7,16.3,,7.4,,25.13190231
119,수원,2016-09-02,24.1,19.6,0.8,6,,25.68143594
119,수원,2016-09-03,24.3,21.1,0,4.9,,25.98505137
119,수원,2016-09-04,26.2,21.4,,2.7,,28.25250758
119,수원,2016-09-05,26.6,22.7,,3.9,,28.62855296
119,수원,2016-09-06,24.1,20.2,,3.6,,25.87110256
119,수원,2016-09-07,23.8,20.7,,3.7,,25.52821992
119,수원,2016-09-08,22.7,20.7,29.1,4.3,,24.23576813
119,수원,2016-09-09,23.1,20.1,0,3.7,,24.7509908
119,수원,2016-09-10,23.5,19.1,,3.6,,25.20618911
119,수원,2016-09-11,23.9,20.6,,3.3,,25.6816002
119,수원,2016-09-12,24.5,21.4,,4.1,,26.2716445
119,수원,2016-09-13,24.3,20.5,,2.8,,26.17667777
119,수원,2016-09-14,23.6,19.3,0,3.9,,25.28516667
119,수원,2016-09-15,23,18.1,,2.4,,24.82561466
119,수원,2016-09-16,23.5,19.4,0,3,,25.27861229
119,수원,2016-09-17,21.9,19.1,26.6,5.1,,23.24408786
119,수원,2016-09-18,23.4,20.6,,4.4,,25.01158952
119,수원,2016-09-19,21.6,17.4,0,5.1,,22.90326333
119,수원,2016-09-20,20.3,15.1,,4.7,,21.48231692
119,수원,2016-09-21,19.4,14.1,,4,,20.58586507
119,수원,2016-09-22,21.1,17.3,,3.8,,22.51450066
119,수원,2016-09-23,20.8,15.4,,3,,22.32428114
119,수원,2016-09-24,21.6,16.1,,3.8,,23.07070944
119,수원,2016-09-25,21.9,17.2,,2.6,,23.60039959
119,수원,2016-09-26,23,18.9,0,3.4,,24.67724257
119,수원,2016-09-27,21.1,19,11.3,3.3,,22.59751104
119,수원,2016-09-28,20.4,18.5,0,2.5,,21.99907265
119,수원,2016-09-29,20.3,18.4,,5.2,,21.41294516
119,수원,2016-09-30,20.1,17.8,,3.6,,21.43834628
119,수원,2016-10-01,20.3,17.5,,2.6,,21.86680478
119,수원,2016-10-02,19.1,16.8,16.7,4.7,,20.12703603
119,수원,2016-10-03,22.7,17.6,3.3,5,,24.16268108
119,수원,2016-10-04,22,13.9,,5,,23.36856331
119,수원,2016-10-05,20.6,17,3,5,,21.78032775
119,수원,2016-10-06,17.7,13.6,,3.8,,18.73228096
119,수원,2016-10-07,19.1,14.3,18,5.5,,20.00316652
119,수원,2016-10-08,17.4,11.6,20.5,5.8,,18.01107678
119,수원,2016-10-09,11.8,7.5,,6.2,,11.49400611
119,수원,2016-10-10,12.9,7,,2.6,,13.84892877
119,수원,2016-10-11,14.7,9.7,,3.4,,15.51604768
119,수원,2016-10-12,15.3,11.3,,4.2,,15.95648116
119,수원,2016-10-13,14.2,8.2,,3.2,,15.03155766
119,수원,2016-10-14,15.5,9,,2.3,,16.78426613
119,수원,2016-10-15,17.9,11.1,,2.9,,19.17866554
119,수원,2016-10-16,17,15.4,2.1,2.8,,18.22692385
119,수원,2016-10-17,17.5,14.3,0,3.4,,18.60657126
119,수원,2016-10-18,15,10.8,,2.4,,16.20467252
119,수원,2016-10-19,16.7,11.4,,3.3,,17.7510852
119,수원,2016-10-20,17.4,10.8,,5.1,,18.13171977
119,수원,2016-10-21,17.6,16.4,0,5.2,,18.34120097
119,수원,2016-10-22,17.8,14.6,,3.5,,18.91331594
119,수원,2016-10-23,13.6,10.1,3.5,5.8,,13.65330908
119,수원,2016-10-24,15.1,8.1,,3.6,,15.89740094
119,수원,2016-10-25,13.9,11,30.7,5.1,,14.15543348
119,수원,2016-10-26,12.5,8.7,,2.8,,13.32639061
119,수원,2016-10-27,14.5,8.6,,3.9,,15.14356158
119,수원,2016-10-28,14.5,11.2,1.3,6.1,,14.62508487
119,수원,2016-10-29,8.5,3.9,,4.5,,8.226437917
119,수원,2016-10-30,7.1,0,,2.4,,7.691492153
119,수원,2016-10-31,6.6,1.8,0,5,,5.897972223
119,수원,2016-11-01,2.4,-1.2,,4.5,,1.358574617
119,수원,2016-11-02,4.1,-2.7,0.7,3.3,,3.872683947
119,수원,2016-11-03,8.3,3.8,0.4,4.3,,8.0757469
119,수원,2016-11-04,11.5,4.7,,4.6,,11.57355684
119,수원,2016-11-05,14.2,9.7,,4.6,,14.61822821
119,수원,2016-11-06,14.8,11.9,,5.7,,15.04970032
119,수원,2016-11-07,13.5,8.9,2.9,5.4,,13.62925491
119,수원,2016-11-08,5.3,0.4,0.3,5.1,,4.385130023
119,수원,2016-11-09,2.8,-2.3,,3.7,,2.211346261
119,수원,2016-11-10,6.8,1.1,0.3,4.3,,6.392411355
119,수원,2016-11-11,8.7,4.6,3.1,4.7,,8.381268292
119,수원,2016-11-12,10.4,3,,4.3,,10.43241666
119,수원,2016-11-13,13.7,9.7,0.8,3.2,,14.48200609
119,수원,2016-11-14,13.5,9.9,3,3,,14.33664505
119,수원,2016-11-15,6.5,2.7,,5.1,,5.74842818
119,수원,2016-11-16,5.2,-1.3,,2.3,,5.716685746
119,수원,2016-11-17,8,2.1,,2.2,,8.7917303
119,수원,2016-11-18,9.7,2.8,1.3,3.3,,10.04086228
119,수원,2016-11-19,12.8,10.8,0.1,3.2,,13.49281325
119,수원,2016-11-20,10.6,5.3,,5.1,,10.40636355
119,수원,2016-11-21,9.5,3.7,,2.9,,10.00889256
119,수원,2016-11-22,3.5,-1.2,0.6,5.2,,2.299870179
119,수원,2016-11-23,-0.2,-3.7,,5.3,,-1.955053263
119,수원,2016-11-24,-0.8,-4.6,,4.4,,-2.190878137
119,수원,2016-11-25,1.3,-3.9,,4.1,,0.324243904
119,수원,2016-11-26,1.1,-2,1.9,3.2,,0.633306318
119,수원,2016-11-27,4.2,0.2,0.5,3.3,,3.982829989
119,수원,2016-11-28,2.4,-0.8,,4.9,,1.17676304
119,수원,2016-11-29,1.4,-3.9,,2.6,,1.388716064
119,수원,2016-11-30,6.2,-1.2,1.5,2.8,,6.465644078
119,수원,2016-12-01,4.9,-0.5,,6.4,,3.478049881
119,수원,2016-12-02,1.5,-4.2,,3,,1.206284364
119,수원,2016-12-03,3.3,-2.8,,2.4,,3.596544635
119,수원,2016-12-04,4.7,0.4,0,2.1,,5.336375762
119,수원,2016-12-05,6.8,1.7,0.5,5.6,,5.919535181
119,수원,2016-12-06,-0.5,-3.6,,4.5,,-1.906475148
119,수원,2016-12-07,2.2,-4.4,0,3.7,,1.545149871
119,수원,2016-12-08,2.8,-3.8,3.8,4.2,,1.952205212
119,수원,2016-12-09,2.3,-2.4,1.1,4.9,,1.063483185
119,수원,2016-12-10,-0.7,-5,,3.6,,-1.611986346
119,수원,2016-12-11,-1.5,-7.2,,2.6,,-1.753424533
119,수원,2016-12-12,2.5,-4.5,,2.1,,2.9868282
119,수원,2016-12-13,2.6,-1.4,,4,,1.829285622
119,수원,2016-12-14,-0.6,-2.4,0,3.2,,-1.235169048
119,수원,2016-12-15,-3.5,-6.2,,4.7,,-5.397420783
119,수원,2016-12-16,-3.6,-8.8,,4.8,,-5.565674402
119,수원,2016-12-17,3.5,-2.4,,3.2,,3.271153893
119,수원,2016-12-18,5.2,1.5,,3.3,,5.084290406
119,수원,2016-12-19,7.4,3.8,1.5,4.2,,7.105778762
119,수원,2016-12-20,6.1,1.9,,2.8,,6.35674334
119,수원,2016-12-21,8.3,1.2,32.6,5,,7.826543966
119,수원,2016-12-22,6.2,2.7,21.5,6.1,,5.071481262
119,수원,2016-12-23,-1,-2.5,1.1,5.7,0.1,-3.046376501
119,수원,2016-12-24,-1.6,-3.7,,3.1,,-2.261005313
119,수원,2016-12-25,1.3,-4.9,,2.6,,1.280366388
119,수원,2016-12-26,3.3,0.7,0.1,4.2,,2.51237625
119,수원,2016-12-27,-0.9,-5.7,0.2,5.5,,-2.843558929
119,수원,2016-12-28,-3.3,-8.5,,3.1,,-4.125366725
119,수원,2016-12-29,-3.1,-5.7,1,5.1,1.3,-5.157957077
119,수원,2016-12-30,-3.3,-9.5,,3.5,,-4.423291062
119,수원,2016-12-31,0.8,-3.8,,2.1,,1.17126872
119,수원,2017-01-01,2.9,-2.8,,2.4,,3.165497528
119,수원,2017-01-02,5.2,2.7,0.6,4,,4.732089585
119,수원,2017-01-03,1.8,-2.9,,3.4,,1.277564075
119,수원,2017-01-04,3.6,-1.2,,4.3,,2.801295527
119,수원,2017-01-05,4.3,-1.7,,5.1,,3.249048225
119,수원,2017-01-06,5.8,0.6,,4.6,,5.145917271
119,수원,2017-01-07,3.5,-1.6,,2.4,,3.812068188
119,수원,2017-01-08,7.1,2.3,0,3.7,,6.985753725
119,수원,2017-01-09,2.4,-2.1,0.2,4.9,,1.17676304
119,수원,2017-01-10,-2,-6,0,5.6,,-4.146256727
119,수원,2017-01-11,-3.2,-8.8,,4.9,,-5.166908862
119,수원,2017-01-12,-1,-4.8,1.9,5.5,5.2,-2.957792556
119,수원,2017-01-13,-5.1,-7.5,0.4,6.2,0.5,-7.981825283
119,수원,2017-01-14,-7.1,-8.8,,6.4,,-10.38338848
119,수원,2017-01-15,-5.8,-10.6,,3.7,,-7.337468665
119,수원,2017-01-16,-4.5,-11.1,,2.8,,-5.186734954
119,수원,2017-01-17,-2.6,-9,,2.8,,-3.11762092
119,수원,2017-01-18,-1.1,-4.8,0,2.5,,-1.233970545
119,수원,2017-01-19,-2,-6.8,,3.8,,-3.182344979
119,수원,2017-01-20,-3.7,-7.4,3.9,5.8,7.1,-6.186001769
119,수원,2017-01-21,-4.9,-11.2,1.8,6.7,2.9,-7.973928684
119,수원,2017-01-22,-7.1,-10.1,0.1,6.8,0,-10.56946851
119,수원,2017-01-23,-8,-11.5,,3.6,,-9.701766546
119,수원,2017-01-24,-6.8,-13.6,,3.5,,-8.294292223
119,수원,2017-01-25,-5.7,-12.6,,3.5,,-7.077691858
119,수원,2017-01-26,-1.7,-10,0,3.9,,-2.910724399
119,수원,2017-01-27,-1.7,-5.8,3.5,6.4,,-4.145741218
119,수원,2017-01-28,-1.3,-9,,3.4,,-2.144087025
119,수원,2017-01-29,1.3,-0.2,7,3.3,1.1,0.788594779
119,수원,2017-01-30,-3.9,-7.4,0,5.1,0.1,-6.066822516
119,수원,2017-01-31,-4.8,-10.1,,4.1,,-6.498132978
119,수원,2017-02-01,-3.3,-7.4,,5.4,,-5.536343203
119,수원,2017-02-02,-1.7,-9.8,,5.1,,-3.567442561
119,수원,2017-02-03,1.1,-3.4,,4,,0.154591028
119,수원,2017-02-04,1.3,-4.6,,2.3,,1.526048513
119,수원,2017-02-05,1.8,-0.6,1.3,3.8,,1.04484175
119,수원,2017-02-06,-0.7,-3.2,,4.6,,-2.183847148
119,수원,2017-02-07,-1.5,-5.9,,3.3,,-2.295494388
119,수원,2017-02-08,-1.6,-5.7,,4.1,,-2.919181171
119,수원,2017-02-09,-4.2,-6.1,0,6.2,,-6.94465083
119,수원,2017-02-10,-5.5,-8.2,0,5.7,,-8.200322429
119,수원,2017-02-11,-3.8,-8.2,,5.5,,-6.156334119
119,수원,2017-02-12,-2.3,-9.1,,5.1,,-4.249091639
119,수원,2017-02-13,-1.2,-7.3,1,2.6,,-1.428375505
119,수원,2017-02-14,0.3,-4,,3.7,,-0.564472031
119,수원,2017-02-15,0.9,-5.8,,2.6,,0.846967685
119,수원,2017-02-16,5.6,-4.4,0.3,5.5,,4.581626841
119,수원,2017-02-17,1.9,-4.1,4,5.6,,0.314719232
119,수원,2017-02-18,-1.8,-7.2,,5.5,,-3.871661574
119,수원,2017-02-19,2.3,-4.2,4.6,5,,1.019820168
119,수원,2017-02-20,-0.2,-4,2.2,6.4,,-2.413061423
119,수원,2017-02-21,-0.5,-7.5,,4,,-1.631749872
119,수원,2017-02-22,2.1,-0.1,9.1,4.8,,0.881678336
119,수원,2017-02-23,-0.4,-3.4,,5.9,,-2.443455127
119,수원,2017-02-24,-0.2,-6.4,,5.1,,-1.863319864
119,수원,2017-02-25,1.9,-4.7,,6.2,,0.08508713
119,수원,2017-02-26,2.4,-4,,4.5,,1.358574617
119,수원,2017-02-27,2.6,-3.6,,4.4,,1.630956162
119,수원,2017-02-28,4.4,-3.4,,3.4,,4.147335965
119,수원,2017-03-01,4.7,1.1,6.2,3.8,,4.270852674
119,수원,2017-03-02,1.9,-1.8,0.3,5.5,,0.354982634
119,수원,2017-03-03,2.9,-3.4,,3.9,,2.215801249
119,수원,2017-03-04,4.6,-2.5,,4,,4.062211747
119,수원,2017-03-05,4.6,-0.9,1.3,4,,4.062211747
119,수원,2017-03-06,1.2,-1.8,,6.4,,-0.795893614
119,수원,2017-03-07,-0.5,-2.9,,5.4,,-2.342076852
119,수원,2017-03-08,0.7,-5.6,0,6.4,,-1.373453546
119,수원,2017-03-09,3.2,-3.5,,6.8,,1.381839117
119,수원,2017-03-10,4.2,-2.7,,4.8,,3.257018818
119,수원,2017-03-11,5.9,-2.4,,4.8,,5.179913495
119,수원,2017-03-12,7.6,1.7,,4.4,,7.251300719
119,수원,2017-03-13,6.4,1.3,,4.3,,5.943521877
119,수원,2017-03-14,5.9,0.9,,6.4,,4.633169745
119,수원,2017-03-15,4.8,-1.5,,4.9,,3.89547957
119,수원,2017-03-16,5,-1.8,,4.1,,4.46240693
119,수원,2017-03-17,6.5,-0.7,,4.3,,6.055744246
119,수원,2017-03-18,8,3.4,,5.4,,7.354803144
119,수원,2017-03-19,8.5,0.1,,3.9,,8.456788994
119,수원,2017-03-20,8.9,2.9,,3.2,,9.206310936
119,수원,2017-03-21,7.5,2.8,,5.3,,6.817238044
119,수원,2017-03-22,6.7,0.1,,5.2,,5.94045589
119,수원,2017-03-23,7.5,2.7,,5,,6.918980793
119,수원,2017-03-24,7.5,1.1,,4.5,,7.100558687
119,수원,2017-03-25,7.2,2.3,,5.4,,6.442155615
119,수원,2017-03-26,6,1.9,,4.6,,5.371448484
119,수원,2017-03-27,6.7,3.3,0,5.7,,5.772597644
119,수원,2017-03-28,7,2.3,,3.9,,6.785095848
119,수원,2017-03-29,7.8,1.9,,4.3,,7.514635052
119,수원,2017-03-30,8.7,0.8,,4.9,,8.31339393
119,수원,2017-03-31,8.7,5.4,1.2,5.1,,8.247808135
119,수원,2017-04-01,9,5.1,1,6.5,,8.187963299
119,수원,2017-04-02,8.3,1.8,,5.8,,7.575369918
119,수원,2017-04-03,10,2.1,,4.9,,9.78603205
119,수원,2017-04-04,12.9,3.3,,4.5,,13.18030653
119,수원,2017-04-05,12.3,10.2,33.8,5.4,,12.26028361
119,수원,2017-04-06,10.6,8.9,1.2,4.2,,10.69087341
119,수원,2017-04-07,13.3,8,,3.4,,13.9707859
119,수원,2017-04-08,10.9,6.6,0.1,4.4,,10.96072813
119,수원,2017-04-09,13.4,8.7,0.6,6.1,,13.35894463
119,수원,2017-04-10,15.6,10.3,,5.9,,15.92805914
119,수원,2017-04-11,13.7,9.9,0,7.2,,13.49107559
119,수원,2017-04-12,12,8,,6.6,,11.63548094
119,수원,2017-04-13,12.3,4.8,,5.3,,12.28567938
119,수원,2017-04-14,12.8,6.7,0,8.3,,12.24370086
119,수원,2017-04-15,15.7,8.1,,4.9,,16.24298381
119,수원,2017-04-16,17.7,10.5,,3.4,,18.82732294
119,수원,2017-04-17,13.8,10.7,7.9,4,,14.33367192
119,수원,2017-04-18,11.2,8.1,7.9,5.7,,10.92654357
119,수원,2017-04-19,12.4,5.6,,5.9,,12.25375628
119,수원,2017-04-20,12.6,8.7,0,4.3,,12.90130879
119,수원,2017-04-21,11.8,4.9,,4.7,,11.8824106
119,수원,2017-04-22,13.7,6,,5.4,,13.85741679
119,수원,2017-04-23,13.5,6,,4.9,,13.75082699
119,수원,2017-04-24,14,5.8,,5.8,,14.11202147
119,수원,2017-04-25,15.4,10.2,0,5,,15.88116713
119,수원,2017-04-26,14.8,9.6,0,6.8,,14.84156422
119,수원,2017-04-27,13.6,7.1,,7.4,,13.33853153
119,수원,2017-04-28,14.3,7.4,,6,,14.41498383
119,수원,2017-04-29,16.6,8.3,,5.2,,17.20351793
119,수원,2017-04-30,18.2,12.5,,4.9,,19.07498019
119,수원,2017-05-01,18.3,10.5,,4.5,,19.26005437
119,수원,2017-05-02,18.4,11.7,,4.5,,19.37264229
119,수원,2017-05-03,19.2,11,,5.8,,20.07528253
119,수원,2017-05-04,19.9,12.5,0,5,,20.98620998
119,수원,2017-05-05,19.8,14.5,0,6.8,,20.64316986
119,수원,2017-05-06,14.6,8.6,,7.7,,14.45715434
119,수원,2017-05-07,15.4,8.7,,6.9,,15.52102853
119,수원,2017-05-08,17,9.3,,4.2,,17.86106269
119,수원,2017-05-09,16.3,13.6,2.9,6,,16.71425977
119,수원,2017-05-10,15.7,13.2,4.6,5.1,,16.20038072
119,수원,2017-05-11,18.5,12.5,0.3,3.1,,19.78232667
119,수원,2017-05-12,18.7,14.6,0.2,4.7,,19.67527573
119,수원,2017-05-13,15.9,11.2,3.5,8.8,,15.82799809
119,수원,2017-05-14,14.5,9.5,,7.1,,14.44052343
119,수원,2017-05-15,15.3,9.9,,5,,15.76772173
119,수원,2017-05-16,16.3,12.6,,4.3,,17.05353647
119,수원,2017-05-17,17.8,9.9,,4.9,,18.62186077
119,수원,2017-05-18,19.3,11.2,,4.8,,20.336848
119,수원,2017-05-19,19.8,12.7,,5.1,,20.85831609
119,수원,2017-05-20,19.5,12.8,,5.7,,20.43271051
119,수원,2017-05-21,20.2,13.5,,5,,21.32654617
119,수원,2017-05-22,20.3,13,,4.7,,21.48231692
119,수원,2017-05-23,19.3,15,7.1,4.4,,20.40290698
119,수원,2017-05-24,20.4,15.6,3.9,4.9,,21.56713701
119,수원,2017-05-25,18.3,12.7,,6.9,,18.88961396
119,수원,2017-05-26,16.9,11.4,,4.8,,17.62217317
119,수원,2017-05-27,17.8,11.4,,4.4,,18.71680362
119,수원,2017-05-28,20.1,11.9,,5,,21.21310077
119,수원,2017-05-29,21.8,16.4,,4.6,,23.1884143
119,수원,2017-05-30,22.6,16.6,,4.2,,24.13497832
119,수원,2017-05-31,21.8,15.7,,3.3,,23.36853333
119,수원,2017-06-01,22.1,18.3,0,6.8,,23.31190846
119,수원,2017-06-02,20,13.6,,5.5,,21.03126916
119,수원,2017-06-03,19.5,15,,5.9,,20.40611574
119,수원,2017-06-04,20.4,12.5,,5.5,,21.48820367
119,수원,2017-06-05,22.6,13.7,,4.6,,24.09053916
119,수원,2017-06-06,18.9,14.7,6,6.4,,19.64972797
119,수원,2017-06-07,17.3,15.2,6.1,3.9,,18.26405545
119,수원,2017-06-08,19.8,15.3,,4.7,,20.91761655
119,수원,2017-06-09,20.8,15.5,0,6,,21.88763064
119,수원,2017-06-10,20.8,15.8,0.5,3.5,,22.23131693
119,수원,2017-06-11,21.9,12.6,,5.1,,23.24408786
119,수원,2017-06-12,21.6,17.3,,5,,22.91478172
119,수원,2017-06-13,20.4,16.4,0.3,5.7,,21.46349969
119,수원,2017-06-14,20.8,17.2,,5,,22.00721855
119,수원,2017-06-15,22.1,16.2,,4.2,,23.57480728
119,수원,2017-06-16,24.1,18.5,,4.6,,25.78202325
119,수원,2017-06-17,23.4,18.3,,4,,25.05171732
119,수원,2017-06-18,22.8,15.3,,5.1,,24.26656148
119,수원,2017-06-19,23.9,17,,4.2,,25.59142302
119,수원,2017-06-20,24.8,17.9,,4.6,,26.5713825
119,수원,2017-06-21,23.9,19.8,,5,,25.52402584
119,수원,2017-06-22,24.3,20.1,,4.4,,26.02325154
119,수원,2017-06-23,25,19,,5.2,,26.76005543
119,수원,2017-06-24,22.8,19.5,2.7,3.1,,24.49806436
119,수원,2017-06-25,24.2,19.8,0.5,4.3,,25.91910367
119,수원,2017-06-26,23.2,20,7.3,5.2,,24.71222596
119,수원,2017-06-27,24.1,20.2,4.2,4,,25.83324147
119,수원,2017-06-28,24.9,21.3,,4.5,,26.69085728
119,수원,2017-06-29,25,20.2,,4.7,,26.79050042
119,수원,2017-06-30,25.2,21.4,,4,,27.06135084
119,수원,2017-07-01,23.9,21.4,15.6,4.1,,25.60059104
119,수원,2017-07-02,24.9,23.5,85,4.2,,26.7117651
119,수원,2017-07-03,24.5,23.5,12.4,5.6,,26.16550299
119,수원,2017-07-04,26,22.8,82.3,4.7,,27.91990116
119,수원,2017-07-05,27,22.7,,4.5,,29.05520366
119,수원,2017-07-06,27.3,22.3,,5,,29.38116933
119,수원,2017-07-07,26.4,24.3,6.1,4,,28.40110651
119,수원,2017-07-08,25.6,23.7,19.3,5,,27.45259759
119,수원,2017-07-09,26.4,22.6,28,5.7,,28.3354276
119,수원,2017-07-10,24.8,23.2,69.5,5.5,,26.51448327
119,수원,2017-07-11,26.1,22.2,1.3,4,,28.06616759
119,수원,2017-07-12,26.3,23.2,0,3.7,,28.30403821
119,수원,2017-07-13,27,21.5,,3.5,,29.08851899
119,수원,2017-07-14,28.2,24.4,0.2,5.7,,30.39700597
119,수원,2017-07-15,24.3,22.7,74.7,3.7,,26.08338358
119,수원,2017-07-16,25.2,22.9,77.8,6,,26.9460377
119,수원,2017-07-17,26,23.5,0.9,4.1,,27.94927816
119,수원,2017-07-18,25.9,23,1.3,3.4,,27.87814198
119,수원,2017-07-19,28,24.5,,3.7,,30.19159465
119,수원,2017-07-20,28.8,24.7,,4,,31.08061786
119,수원,2017-07-21,29.1,26.2,5.1,3.6,,31.4120479
119,수원,2017-07-22,28.7,26.7,0.2,3.6,,30.96877227
119,수원,2017-07-23,26.8,25.7,63.3,4.1,,28.84401611
119,수원,2017-07-24,25.9,24.9,19.4,2.2,,27.96821108
119,수원,2017-07-25,29.4,25.3,,5.3,,31.76700163
119,수원,2017-07-26,28.1,24.3,,5.3,,30.28596544
119,수원,2017-07-27,27,24.4,0.8,3,,29.10830082
119,수원,2017-07-28,25.3,23.7,16.5,2.3,,27.31458533
119,수원,2017-07-29,27,24.8,,4.9,,29.04360747
119,수원,2017-07-30,27.6,23.9,,3.8,,29.7452148
119,수원,2017-07-31,24.2,23.1,104.8,4.7,,25.88697982
119,수원,2017-08-01,27.3,23.2,0.8,3.5,,29.42031909
119,수원,2017-08-02,29.3,25.2,,3.2,,31.62801532
119,수원,2017-08-03,29.2,26.2,,4.4,,31.53118921
119,수원,2017-08-04,29.7,25.1,,3.1,,32.06517833
119,수원,2017-08-05,31.2,27,,4.3,,33.77466955
119,수원,2017-08-06,28.9,25.5,2.7,3.6,,31.19041009
119,수원,2017-08-07,28.5,25.2,,4.6,,30.74370994
119,수원,2017-08-08,27.6,24.6,0,4,,29.74086219
119,수원,2017-08-09,26.5,23.8,6.6,4.7,,28.48460153
119,수원,2017-08-10,24.5,23.3,11.3,1.9,,26.51192208
119,수원,2017-08-11,26,23.5,6.9,3.9,,27.9598757
119,수원,2017-08-12,27.1,23,,3.9,,29.18578401
119,수원,2017-08-13,25.8,24,0,5.2,,27.67020185
119,수원,2017-08-14,23.6,22.3,8,6.1,,25.09951773
119,수원,2017-08-15,22.3,21.1,50.9,4.8,,23.73019155
119,수원,2017-08-16,24.1,21.6,1.9,4.7,,25.77403975
119,수원,2017-08-17,25.2,22.1,0.2,4.3,,27.04132737
119,수원,2017-08-18,25.8,22.6,,3.4,,27.76776614
119,수원,2017-08-19,25.5,22.3,13.7,5.1,,27.33398234
119,수원,2017-08-20,23.8,22.1,130.8,5.4,,25.37959184
119,수원,2017-08-21,25,23.2,22.6,4.5,,26.8034452
119,수원,2017-08-22,26.9,23,,3.3,,28.98598146
119,수원,2017-08-23,27.1,23.7,34.8,5.6,,29.13948697
